City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Georgetown,MY,5.4112,100.3354,79.9,88,96,4.7,overcast clouds
1,Ronchin,FR,50.6,3.1,61.21,65,99,5.03,overcast clouds
2,San Cristobal,VE,7.7669,-72.225,78.46,57,11,5.5,few clouds
3,Port Alfred,ZA,-33.5906,26.891,58.15,55,83,3.4,broken clouds
4,New Norfolk,AU,-42.7826,147.0587,53.92,86,71,1.01,broken clouds
5,Mar Del Plata,AR,-38.0023,-57.5575,57.74,78,0,10.45,clear sky
6,Yellowknife,CA,62.456,-114.3525,48.74,52,49,11.81,scattered clouds
7,Vila Velha,BR,-20.3297,-40.2925,73.54,80,9,7.07,clear sky
8,Rikitea,PF,-23.1203,-134.9692,71.94,74,60,11.05,broken clouds
9,Barrow,US,71.2906,-156.7887,31.01,88,100,10.6,overcast clouds
10,Constitucion,CL,-35.3333,-72.4167,55.45,75,93,14.0,overcast clouds
11,Mount Isa,AU,-20.7333,139.5,73.09,25,5,9.01,clear sky
12,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,56.66,91,51,7.83,broken clouds
13,Fortuna,US,40.5982,-124.1573,79.41,44,66,1.99,broken clouds
14,San Patricio,US,28.017,-97.5169,97.02,42,6,6.89,clear sky
15,Ewa Beach,US,21.3156,-158.0072,84.09,67,99,21.97,overcast clouds
16,Busselton,AU,-33.65,115.3333,56.05,89,99,14.34,overcast clouds
17,Port Elizabeth,ZA,-33.918,25.5701,52.11,69,33,3.42,scattered clouds
18,Kirakira,SB,-10.4544,161.9205,82.56,75,97,11.72,overcast clouds
19,Bluff,NZ,-46.6,168.3333,42.8,68,11,5.1,few clouds
20,Luderitz,NA,-26.6481,15.1594,56.89,74,0,12.75,clear sky
21,Jamestown,US,42.097,-79.2353,79.84,84,27,4.36,scattered clouds
22,Port-Cartier,CA,50.0334,-66.8654,59.76,73,4,9.22,clear sky
23,Nauen,DE,52.607,12.8737,59.04,78,98,6.64,overcast clouds
24,Lebu,CL,-37.6167,-73.65,52.2,87,98,10.16,overcast clouds
25,Cayenne,GF,4.9333,-52.3333,83.08,80,20,4.0,light rain
26,Castro,BR,-24.7911,-50.0119,58.35,99,98,4.0,overcast clouds
27,Puerto Ayora,EC,-0.7393,-90.3518,70.56,89,97,5.99,overcast clouds
28,Kruisfontein,ZA,-34.0033,24.7314,49.89,86,16,3.27,few clouds
29,Ilulissat,GL,69.2167,-51.1,16.68,70,6,5.14,clear sky
30,Kangaatsiaq,GL,68.3065,-53.4641,31.1,59,1,10.89,clear sky
31,Punta Arenas,CL,-53.15,-70.9167,39.49,82,97,2.35,overcast clouds
32,Progreso,MX,21.2833,-89.6667,88.11,79,97,14.0,overcast clouds
33,Laukaa,RU,58.7372,29.8453,38.66,78,37,4.88,scattered clouds
34,Saskylakh,RU,71.9167,114.0833,30.45,91,99,8.84,overcast clouds
35,Tuktoyaktuk,CA,69.4541,-133.0374,47.05,71,99,6.44,overcast clouds
36,Avarua,CK,-21.2078,-159.775,75.06,70,26,17.85,scattered clouds
37,Qasigiannguit,GL,68.8193,-51.1922,17.78,75,2,3.74,clear sky
38,Hermanus,ZA,-34.4187,19.2345,54.81,75,0,20.31,clear sky
39,Ushuaia,AR,-54.8,-68.3,37.83,83,100,1.1,overcast clouds
40,Bubaque,GW,11.2833,-15.8333,81.3,79,32,14.14,scattered clouds
41,Mahebourg,MU,-20.4081,57.7,72.25,84,18,5.86,few clouds
42,Clyde River,CA,70.4692,-68.5914,30.69,69,87,0.56,overcast clouds
43,Bredasdorp,ZA,-34.5322,20.0403,54.28,84,0,10.31,clear sky
44,Xichang,CN,27.8964,102.2634,63.25,96,63,1.36,broken clouds
45,Kapaa,US,22.0752,-159.319,80.47,59,100,5.01,overcast clouds
46,Hilo,US,19.7297,-155.09,83.28,86,78,3.0,broken clouds
47,Egvekinot,RU,66.3167,-179.1667,32.86,65,100,2.1,overcast clouds
48,Thompson,CA,55.7435,-97.8558,50.36,50,100,6.93,overcast clouds
49,Keti Bandar,PK,24.1447,67.4497,82.45,84,42,11.36,scattered clouds
50,Mataura,NZ,-46.1927,168.8643,42.48,59,13,3.42,few clouds
51,Shelburne,CA,44.0787,-80.2041,78.75,62,4,7.78,clear sky
52,Kavaratti,IN,10.5669,72.642,80.71,81,61,9.17,broken clouds
53,Poum,NC,-20.2333,164.0167,70.05,59,4,16.71,clear sky
54,Sibolga,ID,1.7427,98.7792,75.74,89,71,2.89,broken clouds
55,Albany,US,42.6001,-73.9662,75.85,82,68,5.28,broken clouds
56,Provideniya,RU,64.3833,-173.3,41.67,68,100,10.27,overcast clouds
57,Half Moon Bay,US,37.4636,-122.4286,84.92,67,26,1.99,scattered clouds
58,Vaini,TO,-21.2,-175.2,76.26,82,3,9.44,clear sky
59,Dikson,RU,73.5069,80.5464,33.8,72,42,20.2,scattered clouds
60,Ribeira Grande,PT,38.5167,-28.7,70.34,78,96,6.51,overcast clouds
61,Atuona,PF,-9.8,-139.0333,77.97,71,16,17.09,few clouds
62,Airai,TL,-8.9266,125.4092,57.79,53,99,3.29,overcast clouds
63,Kasungu,MW,-13.0333,33.4833,70.63,43,21,4.7,few clouds
64,Puri,IN,19.8,85.85,82.4,79,100,6.44,overcast clouds
65,Great Yarmouth,GB,52.6083,1.7305,63.45,78,100,9.17,overcast clouds
66,Namatanai,PG,-3.6667,152.4333,81.61,76,29,7.25,scattered clouds
67,Sechura,PE,-5.5569,-80.8222,72.93,62,44,19.06,scattered clouds
68,Cape Town,ZA,-33.9258,18.4232,56.88,77,0,5.99,clear sky
69,Wanning,CN,18.8003,110.3967,78.42,86,45,2.53,scattered clouds
70,Haines Junction,CA,60.7522,-137.5108,45.73,74,100,2.73,overcast clouds
71,Roma,US,43.2128,-75.4557,79.9,75,54,5.03,broken clouds
72,Arlit,NE,18.7369,7.3853,92.48,11,0,9.93,clear sky
73,Chuy,UY,-33.6971,-53.4616,55.94,91,68,7.72,broken clouds
74,Kemijarvi,FI,66.7131,27.4306,41.43,71,100,2.17,overcast clouds
75,Kirkland Lake,CA,48.1446,-80.0377,74.98,51,31,15.9,scattered clouds
76,Birjand,IR,32.8663,59.2211,68.79,14,0,6.93,clear sky
77,Cartagena,CO,10.3997,-75.5144,84.65,78,77,11.43,broken clouds
78,Hamilton,US,39.1834,-84.5333,89.26,61,24,2.51,few clouds
79,Baraboo,US,43.4711,-89.7443,74.01,71,100,1.99,overcast clouds
80,Aksu,CN,41.1231,80.2644,68.77,36,0,1.68,clear sky
81,Eureka,US,40.8021,-124.1637,79.66,60,96,3.0,overcast clouds
82,Rio Gallegos,AR,-51.6226,-69.2181,41.25,74,95,8.93,overcast clouds
83,Sitka,US,57.0531,-135.33,49.77,82,99,5.86,overcast clouds
84,Matamoros,MX,25.5333,-103.25,90.1,29,12,15.55,few clouds
85,Volchansk,RU,59.9378,60.081,31.73,90,81,5.97,broken clouds
86,Arraial Do Cabo,BR,-22.9661,-42.0278,69.28,89,99,16.26,overcast clouds
87,Wuxue,CN,29.8506,115.5525,66.78,87,20,3.71,few clouds
88,Valverde Del Camino,ES,37.5751,-6.7543,75.72,47,55,5.14,broken clouds
89,Saint George,US,37.1041,-113.5841,94.62,13,22,3.0,few clouds
90,Pevek,RU,69.7008,170.3133,32.68,100,100,1.99,light snow
91,Fare,PF,-16.7,-151.0167,78.53,74,1,21.14,clear sky
92,Lompoc,US,34.6391,-120.4579,76.78,61,11,5.99,few clouds
93,Kodiak,US,57.79,-152.4072,52.99,74,31,8.75,scattered clouds
94,Beloha,MG,-25.1667,45.05,65.44,78,99,9.95,overcast clouds
95,Marzuq,YE,14.4,46.4667,80.33,39,30,3.29,scattered clouds
96,Lorengau,PG,-2.0226,147.2712,83.55,75,72,11.48,broken clouds
97,Qrendi,MT,35.8347,14.4583,79.11,69,26,9.33,scattered clouds
98,Barra Da Estiva,BR,-13.6261,-41.3269,68.2,45,6,7.16,clear sky
99,Cherskiy,RU,68.75,161.3,40.78,79,100,6.55,overcast clouds
100,Richards Bay,ZA,-28.783,32.0377,62.02,71,97,13.13,light rain
101,Copiapo,CL,-27.3667,-70.3333,72.75,33,2,6.2,clear sky
102,Motomiya,JP,37.5167,140.4,70.45,68,100,7.92,overcast clouds
103,Roanoke Rapids,US,36.4615,-77.6542,83.21,63,100,6.42,light rain
104,Cabo San Lucas,MX,22.8909,-109.9124,91.81,69,41,8.01,scattered clouds
105,Hun,LY,29.1268,15.9477,80.13,28,0,7.78,clear sky
106,Butaritari,KI,3.0707,172.7902,81.41,76,67,12.77,broken clouds
107,Port Blair,IN,11.6667,92.75,79.43,82,99,2.73,overcast clouds
108,Husavik,IS,66.0449,-17.3389,46.24,77,100,6.91,overcast clouds
109,Souillac,MU,-20.5167,57.5167,72.36,84,36,4.9,scattered clouds
110,Saint-Philippe,RE,-21.3585,55.7679,68.22,76,4,5.08,clear sky
111,Izhmorskiy,RU,56.194,86.6414,62.46,42,100,19.55,overcast clouds
112,Pacific Grove,US,36.6177,-121.9166,79.75,77,35,5.01,scattered clouds
113,Mehamn,NO,71.0357,27.8492,41.79,79,95,10.18,overcast clouds
114,Kaitangata,NZ,-46.2817,169.8464,45.48,55,13,7.74,few clouds
115,Mayskiy,RU,47.6931,40.1025,55.74,55,36,5.95,scattered clouds
116,Dudinka,RU,69.4058,86.1778,33.94,83,23,14.54,few clouds
117,Santiago Del Estero,AR,-27.7951,-64.2615,77.29,27,2,5.23,clear sky
118,Ihosy,MG,-22.4,46.1167,64.44,56,9,10.29,clear sky
119,Dingle,PH,10.9995,122.6711,74.98,94,100,3.02,overcast clouds
120,Sinnamary,GF,5.3833,-52.95,79.92,80,39,6.33,scattered clouds
121,Ahipara,NZ,-35.1667,173.1667,57.78,57,1,8.72,clear sky
122,Birao,CF,10.2849,22.7882,68.31,99,100,8.19,moderate rain
123,Mandla,IN,22.6,80.3833,71.42,99,98,4.05,overcast clouds
124,Saint-Pierre,RE,-21.3393,55.4781,68.29,73,6,1.01,clear sky
125,Viedma,AR,-40.8135,-62.9967,57.29,47,10,8.63,clear sky
126,Matara,LK,5.9485,80.5353,77.67,91,79,6.93,broken clouds
127,Skalat,UA,49.4273,25.9787,61.02,97,100,6.38,overcast clouds
128,Faanui,PF,-16.4833,-151.75,79.16,73,0,20.76,clear sky
129,Harper,LR,4.375,-7.7169,75.92,90,100,6.33,light rain
130,Grand Gaube,MU,-20.0064,57.6608,72.37,84,34,1.99,light rain
131,Portland,US,45.5234,-122.6762,82.85,32,98,1.99,overcast clouds
132,Lata,PT,40.1629,-8.3327,67.05,91,77,4.34,broken clouds
133,Hobart,AU,-42.8794,147.3294,53.26,84,68,7.0,broken clouds
134,Hithadhoo,MV,-0.6,73.0833,82.26,74,100,4.38,overcast clouds
135,Goundam,ML,16.4145,-3.6708,95.02,35,73,9.64,broken clouds
136,Chokurdakh,RU,70.6333,147.9167,31.68,80,100,12.91,overcast clouds
137,Huilong,CN,31.8111,121.655,68.99,83,0,1.07,clear sky
138,Tasiilaq,GL,65.6145,-37.6368,28.81,62,100,1.83,overcast clouds
139,Salalah,OM,17.0151,54.0924,79.83,88,71,4.27,broken clouds
140,Nikolskoye,RU,59.7035,30.7861,45.01,64,77,3.4,broken clouds
141,San Ramon,US,37.7799,-121.978,84.07,49,0,3.0,clear sky
142,Longyearbyen,SJ,78.2186,15.6401,41.41,88,98,6.73,overcast clouds
143,Ostrovnoy,RU,68.0531,39.5131,42.03,74,100,5.91,overcast clouds
144,Aykhal,RU,66.0,111.5,28.8,87,97,7.61,overcast clouds
145,Dali,CN,25.7,100.1833,60.49,94,90,3.89,overcast clouds
146,Fomboni,KM,-12.28,43.7425,76.62,76,12,8.48,few clouds
147,Sabzevar,IR,36.2126,57.6819,74.98,33,0,6.62,clear sky
148,Zhigansk,RU,66.7697,123.3711,38.71,85,100,13.2,overcast clouds
149,Maragogi,BR,-9.0122,-35.2225,74.61,84,46,12.8,scattered clouds
150,Beringovskiy,RU,63.05,179.3167,44.69,51,27,7.83,scattered clouds
151,Fairbanks,US,64.8378,-147.7164,54.3,56,12,1.01,few clouds
152,Ornskoldsvik,SE,63.2909,18.7153,41.11,84,55,3.98,broken clouds
153,Vaasa,FI,63.096,21.6158,45.95,78,81,6.4,broken clouds
154,Kahului,US,20.8947,-156.47,81.97,80,100,15.48,overcast clouds
155,Prince Rupert,CA,54.3161,-130.3201,46.76,89,100,9.66,light rain
156,Kedrovyy,RU,56.1667,91.8167,48.56,77,52,5.88,broken clouds
157,Talgar,KZ,43.3027,77.2395,70.54,17,98,6.49,overcast clouds
158,Pangnirtung,CA,66.1451,-65.7125,35.11,77,100,2.68,overcast clouds
159,Cidreira,BR,-30.1811,-50.2056,62.33,94,100,16.71,overcast clouds
160,Codrington,AU,-38.2667,141.9667,49.28,76,18,18.25,few clouds
161,Najran,SA,17.4924,44.1277,76.12,17,63,3.69,broken clouds
162,Bethel,US,41.3712,-73.414,74.62,85,47,5.59,scattered clouds
163,Naze,JP,28.3667,129.4833,75.43,76,4,9.26,clear sky
164,Talnakh,RU,69.4865,88.3972,36.84,70,16,3.22,few clouds
165,Hirara,JP,24.8,125.2833,83.35,73,10,2.8,clear sky
166,Iqaluit,CA,63.7506,-68.5145,35.06,79,100,14.52,overcast clouds
167,Tarbagatay,RU,51.4803,107.3602,43.84,80,80,3.74,broken clouds
168,Praia,CV,14.9215,-23.5087,79.02,81,69,15.7,broken clouds
169,Micheweni,TZ,-4.9667,39.8333,75.22,76,5,9.13,clear sky
170,Qaanaaq,GL,77.484,-69.3632,10.26,69,7,7.2,clear sky
171,Buchanan,LR,5.8808,-10.0467,77.02,87,98,5.91,overcast clouds
172,Balkhash,KZ,46.844,74.9804,66.79,56,65,14.54,broken clouds
173,Iskateley,RU,67.6803,53.1512,39.67,80,100,15.43,overcast clouds
174,Fallon,US,39.4735,-118.7774,87.93,13,0,4.47,clear sky
175,Vanimo,PG,-2.6741,141.3028,78.49,89,66,6.49,broken clouds
176,Severo-Kurilsk,RU,50.6789,156.125,51.96,67,20,7.23,few clouds
177,Adrar,MR,20.5022,-10.0711,86.59,42,85,5.91,overcast clouds
178,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.13,91,70,5.7,broken clouds
179,Victoria,HK,22.2855,114.1577,85.32,83,14,8.41,few clouds
180,Chiredzi,ZW,-21.05,31.6667,63.05,72,100,10.22,overcast clouds
181,Talisay,PH,10.2447,123.8494,78.24,86,99,1.7,overcast clouds
182,Tyukhtet,RU,56.5389,89.3011,57.81,51,100,13.73,overcast clouds
183,Dawlatabad,AF,36.4141,64.9053,73.72,14,0,3.22,clear sky
184,Mugla,TR,37.2303,28.3557,63.45,29,0,3.51,clear sky
185,Powell River,CA,49.8496,-124.5361,53.01,92,100,10.74,overcast clouds
186,Villa Union,MX,23.2,-106.2333,88.92,75,92,7.02,overcast clouds
187,Abu Kamal,SY,34.4506,40.9171,81.41,36,25,9.51,scattered clouds
188,Dukat,RU,62.55,155.55,36.79,90,38,8.55,scattered clouds
189,Bambous Virieux,MU,-20.3428,57.7575,72.21,84,13,6.2,few clouds
190,Ust-Nera,RU,64.5667,143.2,45.91,74,100,4.7,overcast clouds
191,Dothan,US,31.2232,-85.3905,83.08,87,97,1.01,overcast clouds
192,Hammerfest,NO,70.6634,23.6821,41.83,83,39,8.61,scattered clouds
193,Chipinge,ZW,-20.1883,32.6236,57.45,91,100,6.2,light rain
194,Susurluk,TR,39.9136,28.1578,71.22,39,40,5.44,scattered clouds
195,Torbat-E Jam,IR,35.244,60.6225,74.01,36,0,15.1,clear sky
196,Burnie,AU,-41.0667,145.9167,54.91,88,86,17.11,overcast clouds
197,Saint-Leu,RE,-21.15,55.2833,67.68,78,5,9.33,clear sky
198,Berlevag,NO,70.8578,29.0864,42.06,77,97,13.82,overcast clouds
199,Rassvet,RU,46.8333,40.75,53.94,69,8,4.47,clear sky
200,Akyab,MM,20.15,92.9,78.66,90,100,9.08,overcast clouds
201,Buraydah,SA,26.326,43.975,83.3,20,9,10.11,clear sky
202,Cacapava,BR,-23.1008,-45.7069,65.68,93,35,4.79,scattered clouds
203,Karratha,AU,-20.7377,116.8463,70.52,33,0,15.97,clear sky
204,Nanortalik,GL,60.1432,-45.2371,37.94,83,21,19.75,few clouds
205,Marawi,PH,7.9986,124.2928,65.64,89,95,3.87,overcast clouds
206,Kotovo,RU,50.3211,44.8012,48.38,58,92,8.66,overcast clouds
207,Carnarvon,AU,-24.8667,113.6333,58.05,44,0,19.01,clear sky
208,Bathsheba,BB,13.2167,-59.5167,82.6,66,11,11.32,few clouds
209,Esperance,AU,-33.8667,121.9,49.01,77,11,16.04,few clouds
210,Khatanga,RU,71.9667,102.5,26.56,93,13,8.68,few clouds
211,Sao Filipe,CV,14.8961,-24.4956,78.69,78,37,12.46,scattered clouds
212,Nayoro,JP,44.3506,142.4578,59.52,69,100,1.01,light rain
213,Hasaki,JP,35.7333,140.8333,77.27,79,100,24.74,overcast clouds
214,Paralimni,CY,35.0375,33.9833,72.09,73,0,8.01,clear sky
215,College,US,64.8569,-147.8028,54.28,56,12,2.13,few clouds
216,Grand-Santi,GF,4.25,-54.3833,75.67,91,84,2.3,light rain
217,Tiksi,RU,71.6872,128.8694,34.43,76,100,15.46,overcast clouds
218,Stromness,GB,58.965,-3.296,54.88,91,100,5.99,moderate rain
219,Lavrentiya,RU,65.5833,-171.0,38.86,69,99,9.6,overcast clouds
220,Mikuni,JP,36.2171,136.1519,73.27,89,99,3.27,overcast clouds
221,East London,ZA,-33.0153,27.9116,58.21,59,66,3.87,broken clouds
222,Safipur,IN,26.7333,80.35,75.11,98,91,8.39,overcast clouds
223,Kati,ML,12.7441,-8.0726,77.85,78,94,4.03,overcast clouds
224,Upernavik,GL,72.7868,-56.1549,30.29,83,100,12.15,light snow
225,Basco,PH,20.4487,121.9702,84.29,78,63,13.98,broken clouds
226,Inta,RU,66.0317,60.1659,36.57,95,100,25.05,overcast clouds
227,Muros,ES,42.7762,-9.0603,64.24,91,2,5.88,clear sky
228,Seoul,KR,37.5683,126.9778,65.79,74,39,2.68,scattered clouds
229,Antofagasta,CL,-23.65,-70.4,60.13,74,37,8.08,scattered clouds
230,Turayf,SA,31.6725,38.6637,76.5,37,0,7.34,clear sky
231,Pochutla,MX,15.7432,-96.4661,86.83,71,78,3.71,broken clouds
232,Mujiayingzi,CN,42.1167,118.7833,54.32,60,59,5.17,broken clouds
233,Norman Wells,CA,65.282,-126.8329,53.2,56,100,11.07,overcast clouds
234,Glendive,US,47.1053,-104.7125,73.53,27,43,11.99,scattered clouds
235,Tarakan,ID,3.3,117.6333,77.95,84,68,4.81,light rain
236,Honiara,SB,-9.4333,159.95,83.32,74,75,7.38,broken clouds
237,Luba,GQ,3.4568,8.5547,77.99,87,100,6.49,overcast clouds
238,Ponta Do Sol,PT,32.6667,-17.1,75.0,76,3,2.66,clear sky
239,Svetlogorsk,BY,52.6333,29.7333,49.12,96,100,14.5,light rain
240,Ibra,OM,22.6906,58.5334,80.94,65,5,2.35,clear sky
241,Saint-Georges,GD,12.0564,-61.7485,81.99,69,64,12.97,broken clouds
242,Cobourg,DE,50.2667,10.9667,57.43,93,25,1.45,scattered clouds
243,Faya,SA,18.3851,42.4509,68.59,45,25,3.09,scattered clouds
244,Guerrero Negro,MX,27.9769,-114.0611,73.69,67,43,18.1,scattered clouds
245,Segou,ML,13.4317,-6.2157,80.15,66,95,4.83,overcast clouds
246,Fort Nelson,CA,58.8053,-122.7002,56.44,42,98,1.12,overcast clouds
247,Monte Patria,CL,-30.6919,-70.9467,72.41,35,0,5.68,clear sky
248,Axim,GH,4.8699,-2.2405,76.15,93,100,8.34,overcast clouds
249,Tombouctou,ML,20.0,-3.0,97.47,18,43,6.35,scattered clouds
250,Svetlaya,RU,46.5389,138.3297,58.17,69,0,3.98,clear sky
251,Tilichiki,RU,60.4667,166.1,48.47,73,100,4.36,overcast clouds
252,Riyadh,SA,24.6877,46.7219,84.24,17,74,7.23,broken clouds
253,Klaksvik,FO,62.2266,-6.589,53.19,85,92,14.16,overcast clouds
254,Changji,CN,44.0167,87.3167,69.53,27,6,6.13,clear sky
255,Broome,US,42.2506,-75.833,77.18,72,86,4.74,overcast clouds
256,Cotonou,BJ,6.3654,2.4183,78.67,88,75,9.1,broken clouds
257,San Juan,AR,-31.5375,-68.5364,78.73,13,0,9.91,clear sky
258,Bartica,GY,6.4,-58.6167,79.77,77,76,5.61,broken clouds
259,Padang,ID,-0.9492,100.3543,76.89,87,94,2.66,overcast clouds
260,Borovoy,RU,55.4333,86.0833,62.06,43,100,14.09,overcast clouds
261,Orocue,CO,4.7912,-71.3354,85.71,64,21,2.35,few clouds
262,Laguna,US,38.421,-121.4238,94.21,41,0,4.0,clear sky
263,Pemangkat,ID,1.1667,108.9667,77.07,87,92,2.19,overcast clouds
264,Saint Anthony,US,45.0205,-93.218,74.17,36,0,7.0,clear sky
265,Chicama,PE,-7.8447,-79.1469,69.12,67,28,9.15,scattered clouds
266,Kem,RU,64.9555,34.5793,43.93,78,100,4.83,overcast clouds
267,Teguise,ES,29.0605,-13.564,69.57,75,9,17.13,clear sky
268,Talaya,RU,61.3833,152.75,45.57,76,90,6.08,overcast clouds
269,Muli,MV,2.9167,73.5667,82.76,73,100,9.01,overcast clouds
270,Nakhon Phanom,TH,17.3333,104.4167,72.09,97,76,2.98,broken clouds
271,Itarema,BR,-2.9248,-39.9167,78.67,80,11,16.15,few clouds
272,Karwar,IN,14.8,74.1333,76.08,87,69,2.71,broken clouds
273,Tiznit,MA,29.5833,-9.5,66.34,77,26,4.76,scattered clouds
274,Torbay,CA,47.6666,-52.7314,61.75,71,1,6.69,clear sky
275,Aklavik,CA,68.2191,-135.0107,44.04,78,96,11.81,overcast clouds
276,Tautira,PF,-17.7333,-149.15,77.05,77,46,22.35,scattered clouds
277,Carutapera,BR,-1.195,-46.02,76.32,90,13,6.62,few clouds
278,Pozarevac,RS,44.6153,21.1825,65.1,84,100,8.08,light rain
279,Katsuura,JP,35.1333,140.3,77.74,81,100,23.49,overcast clouds
280,Lasa,IT,46.6166,10.7002,60.37,89,8,2.53,clear sky
281,Westlock,CA,54.1502,-113.8688,65.21,24,100,13.38,overcast clouds
282,Coreau,BR,-3.5333,-40.6567,81.0,57,38,6.4,scattered clouds
283,Vao,NC,-22.6667,167.4833,67.44,58,1,15.86,clear sky
284,Gornozavodsk,RU,58.3758,58.3211,34.83,84,100,3.47,overcast clouds
285,Osakarovka,KZ,50.565,72.5692,41.99,91,4,7.07,clear sky
286,Kihei,US,20.785,-156.4656,81.97,70,100,11.54,overcast clouds
287,Chingirlau,KZ,51.095,54.0814,49.03,50,100,5.5,light rain
288,Bonnyville,CA,54.2668,-110.735,58.35,29,100,18.77,overcast clouds
289,Troy,US,42.6056,-83.1499,85.32,62,2,3.0,clear sky
